Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
97801,36,Female,South East,,,,,,,"£60,000 to £74,999",Post Graduate: PhD,,,Self-employed full-time,Media/Entertainment,,1+ children under 18,,,,Girl under age 1,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,less than 1 MB in size,,,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97800,63,Female,Scotland,,,,,,,"Less than £15,000",O Levels or GCSEs,,,Employed full-time,Retail/Wholesale trade,None,,,,,None,,"Cat(s), Dog(s)",,,,I frequently ask others to analyse data for me,,,,Understanding a table of numbers,,,,,,,,,,less than 10MB in size,,,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
97803,23,Male,Wales,,,,,,,,,,,Employed full-time,,,,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
97802,40,Male,Scotland,,,,,,,"£15,000 to £19,999",O Levels or GCSEs,,,Employed full-time,Transportation,Analyst,,,,,None,,,,,,,,,There's nothing I can't do with data,,,,,,,,Building software and analytical products,,,,,"less than 1,000MB (=1GB) in size",,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
97804,18,Male,West Midlands,,,,,,,,Undergraduate Degree: less than 2 years,,,Student,None,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,,,,,,,Writing my own computer code to analyse data,,,,,,,,,,,,,,I'm indifferent in having,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97806,31,Female,South East,,,,,,,,A Levels equivalent,,,Full-time homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,,,I don't want this,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,,,,,,,,,,,,,,,,,,,,,,
97809,35,Male,North West,,,,,,,,,,,Employed full-time,,,,,,,,,,,,,,I occasionally analyse data for myself or others,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,,I don't know what this is,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97808,41,Male,South East,,,,,,,"£60,000 to £74,999",Undergraduate Degree: 4 or more years,,,Employed full-time,Energy/Utilities/Oil and Gas,Analyst,1+ children under 18,,,,Boy age 4,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,I'm indifferent in having,,
97811,28,Female,West Midlands,,,,,,,,,,,Temporarily unemployed,,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
97810,41,Female,West Midlands,,,,,,,"£75,000 to £84,999",Post Graduate: MA,Married,,Employed full-time,Manufacturing,"Director (Group Director, Sr. Director, Director)","Pregnant or expecting, 1+ children under 18, No children/Not pregnant",,,,None,,,,,,,,I frequently analyse data for myself or others,,,,,,,,,,,,,,,"less than 10,000MB (=10GB) in size",,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97812,36,Female,South East,,,,,,,,,,,Employed part-time,,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,I'm indifferent in having,,
36374,27,Female,East Midlands,CV31,East Midlands,CV31,,United Kingdom,"£15,000 to £19,999","£15,000 to £19,999",A Levels,Domestic partnership/living with someone,Not employed & looking for work,Employed part-time,Human Resources,Assistant or Associate,No children/Not pregnant,Rented House,4,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare","Dog(s), Fish",,,,,,I frequently analyse data for myself or others,,,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,Building software and analytical products,,,,,,"less than 10,000MB (=10GB) in size",,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97815,38,Female,South East,,,,,,,,Undergraduate Degree: less than 2 years,,,Employed full-time,Other,Administrative (Clerical or Support Staff),,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97814,35,Female,Scotland,,,,,,,"£35,000 to £39,999",Undergraduate Degree: 4 or more years,,,Employed full-time,None,Administrative (Clerical or Support Staff),1+ children under 18,,,,"Girl age 2, Boy age 6, Girl age 7",,,,,I frequently read graphs and tables of numbers,,,,,,Interpreting graphs to spot trends,,,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I'm indifferent in having,,
93720,60,Male,West Midlands,,,,,,,"£20,000 to £24,999",Post Graduate: MA,,,Retired,None,None,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,,,,,,,I never use datasets,,,,,I don't want this,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I don't want this,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,I need and use frequently,,,,,
97816,24,Female,East Midlands,,,,,,,,,,,Full-time homemaker,,,,,,,,,,,,,,,,There's nothing I can't do with data,,Interpreting graphs to spot trends,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,Writing my own computer code to analyse data,,,less than 1 MB in size,,,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,,I need and use infrequently,,,,
97819,34,Female,North West,,,,,,,"£25,000 to £29,999",O Levels or GCSEs equivalent,"Single, never married",,Employed full-time,Education,Assistant or Associate,1+ children under 18,Rented House,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,less than 10MB in size,,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,,,I don't want this,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97818,39,Female,South East,,,,,,,"£60,000 to £74,999",Undergraduate Degree: less than 2 years,,,Employed full-time,Government/Public Sector,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,,,,None,,,,,I frequently read graphs and tables of numbers,,,,,,Interpreting graphs to spot trends,,,,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97821,34,Male,Scotland,,,,,,,"Less than £15,000",A Levels,,,Employed part-time,Retail/Wholesale trade,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,Writing my own computer code to analyse data,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
48669,31,Female,North West,,,,,,,"£35,000 to £39,999",Undergraduate Degree: 3 years,,,Employed full-time,Government/Public Sector,Administrative (Clerical or Support Staff),1+ children under 18,,,,Boy age 9,,,,,,,I occasionally analyse data for myself or others,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I don't want this,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,,I don't want this,
97820,40,Male,South East,,,,,,,"£60,000 to £74,999",Undergraduate Degree: 3 years,Married,,Employed full-time,Pharmaceuticals,Analyst,,,,,Girl under age 1,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,"less than 1,000MB (=1GB) in size",,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use frequently,,,,,
97822,25,Female,East of England,,,,,,,"£25,000 to £29,999",Post Graduate: MA,,,Employed full-time,Retail/Wholesale trade,"Director (Group Director, Sr. Director, Director)",1+ children under 18,,,,None,,,,,,I frequently ask others to analyse data for me,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97824,28,Male,South West,,,,,,,"£35,000 to £39,999",O Levels or GCSEs equivalent,,,Temporarily unemployed,,,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
20003,27,Male,East Midlands,,East Midlands,S43,,United Kingdom,,,A Levels,"Single, never married",Student,Student,Other,None,No children/Not pregnant,Owned House,2,,None,Not applicable,"Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.)",,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,Building software and analytical products,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,I don't want this,,,I need and use frequently,,,,,
97826,39,Male,North West,,,,,,,"£50,000 to £59,999",Undergraduate Degree: 4 or more years,,,Employed full-time,Manufacturing,"Director (Group Director, Sr. Director, Director)",,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,Building software and analytical products,,,,,,"less than 10,000MB (=10GB) in size",,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I need and use infrequently,,,,
3620,21,Male,Scotland,ML11,Scotland,ML11,,United Kingdom,"Less than £15,000","£200,000 and above",A Levels,"Single, never married",Military,Self-employed full-time,Aviation,Assistant or Associate,No children/Not pregnant,Living with Parents,2,,Male teen age 17,Cooking,"Cat(s), Dog(s), Bird(s), Fish, Amphibians (frogs, toads, etc.), Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.), Reptiles (turtles, snakes, lizards, etc.)",,,,,I occasionally analyse data for myself or others,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97829,24,Male,Yorkshire & Humber,,,,,,,"£20,000 to £24,999",Undergraduate Degree: 4 or more years,,,Student,,,No children/Not pregnant,,,,,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,less than 1 MB in size,,,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97828,21,Male,North West,,,,,,,"Less than £15,000",Post Graduate: MA,,,Student,,,,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,"less than 1,000MB (=1GB) in size",,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97831,41,Female,West Midlands,,,,,,,"£20,000 to £24,999",,,,Employed full-time,,,,,,,Girl age 4,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,less than 10MB in size,,,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
97830,26,Male,West Midlands,,,,,,,,Undergraduate Degree: less than 2 years,,,Employed full-time,Hospitality/Tourism,,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,Understanding a table of numbers,,,,,,,,,,,,,,,,I never use datasets,,I need and use infrequently,,,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97833,43,Female,East of England,,,,,,,"£30,000 to £34,999",Post Graduate: MA,,,Employed part-time,Education,Administrative (Clerical or Support Staff),,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,less than 1 MB in size,,,,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
97832,19,Female,East Midlands,,,,,,,"Less than £15,000",,Domestic partnership/living with someone,,Employed part-time,Sales,Assistant or Associate,No children/Not pregnant,Rented House,2,,None,,Cat(s),,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,,I don't want this,
97835,26,Female,North West,,,,,,,,Undergraduate Degree: 3 years,,,Employed full-time,,,,,,,Girl under age 1,,,,,,,,,,Understanding a table of numbers,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,,,,,,"less than 1,000MB (=1GB) in size",,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97834,25,Female,East of England,,,,,,,,Below O Level or GCSE,,,Temporarily unemployed,,,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97837,18,Female,South West,,,,,,,"£15,000 to £19,999",A Levels,,,Student,None,,No children/Not pregnant,,,,None,,Dog(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97836,38,Male,Yorkshire & Humber,,,,,,,"£50,000 to £59,999",Undergraduate Degree: 4 or more years,,,Employed full-time,Non Profit/Social services,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
97839,28,Female,West Midlands,,,,,,,,,,,Employed full-time,,,,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,Building software and analytical products,,,,,,"less than 10,000MB (=10GB) in size",,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
97838,20,Female,North West,,,,,,,"£45,000 to £49,999",O Levels or GCSEs,,,Employed part-time,Healthcare,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,None,,Dog(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,41,Male,London,UB6,London,E2,,United Kingdom,"£20,000 to £24,999","£25,000 to £29,999",Below O Level or GCSE,Married,Self-employed/business owner,Employed full-time,Accounting,"Vice President (EVP, SVP, AVP, VP)",1+ children under 18,Owned Flat,2,,Boy age 1,Finances,Bird(s),,,I frequently read graphs and tables of numbers,,,,,,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
97840,28,Female,South East,,,,,,,,Undergraduate Degree: 4 or more years,,,Employed full-time,,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",,,,,Boy age 5,,"Cat(s), Dog(s), Bird(s)",,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,less than 10MB in size,,,,,,,,,,,I don't want this,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
